id,premium,renewal,improvement,incentives
42445,13800,0.9796844048093993,0.0,0.0
104700,13800,0.7420230308577555,0.0,0.0
109204,13800,0.9904804107441703,0.0,0.0
20138,9600,0.570113081292531,0.0,0.0
28468,22200,0.9907862069355826,0.0,0.0
94964,15900,0.8871981669648863,0.0,0.0
59773,3300,0.9071058085336743,0.0,0.0
17261,18000,0.9902584222443807,0.0,0.0
9570,3300,0.9389634095354,0.0,0.0
55159,5400,0.7087314225592883,0.0,0.0
82480,3300,0.9860731191233812,0.0,0.0
51225,7500,0.654792480592958,0.0,0.0
53176,1200,0.7685299828407023,0.0,0.0
82883,3300,0.981414440313236,0.0,0.0
63590,18000,0.987897603839579,0.0,0.0
50906,13800,0.7704723218478251,0.0,0.0
21635,11700,0.8424888406390799,0.0,0.0
84000,5400,0.9119304563909478,0.0,0.0
79029,18000,0.9943168726071566,0.0,0.0
60256,15900,0.9923603300696003,0.0,0.0
110660,3300,0.8743498304455494,0.0,0.0
51023,22200,0.9805012391074086,0.0,0.0
99146,11700,0.944983550307995,0.0,0.0
93878,5400,0.9884083280239111,0.0,0.0
93845,3300,0.9842939773355959,0.0,0.0
5364,1200,0.5371190423099593,0.0,0.0
106612,9600,0.9681443389513164,0.0,0.0
79928,9600,0.9911657689175744,0.0,0.0
94761,20100,0.9760199672966519,0.0,0.0
7126,11700,0.9857782410600225,0.0,0.0
82176,9600,0.964964532895135,0.0,0.0
53475,9600,0.5636872187802316,0.0,0.0
88108,18000,0.9941750870183881,0.0,0.0
65166,1200,0.9737373748199671,0.0,0.0
65378,5400,0.9674677844551886,0.0,0.0
47119,11700,0.9674686154040879,0.0,0.0
64338,22200,0.9922725147102285,0.0,0.0
48872,3300,0.9099881178493078,0.0,0.0
26061,15900,0.9947841098209961,0.0,0.0
78191,9600,0.991130287276479,0.0,0.0
108224,11700,0.9906815094302652,0.0,0.0
47646,1200,0.8924638337096097,0.0,0.0
63423,11700,0.9898482890953612,0.0,0.0
109453,7500,0.9566168743634462,0.0,0.0
43299,7500,0.9949406288986921,0.0,0.0
86879,7500,0.9591803165588464,0.0,0.0
51882,13800,0.9862875247646724,0.0,0.0
84497,11700,0.4331411034292845,0.0,0.0
19699,20100,0.940185529345508,0.0,0.0
52164,11700,0.9569441724674795,0.0,0.0
36055,5400,0.9401496271481429,0.0,0.0
17844,22200,0.9865777269364959,0.0,0.0
12006,9600,0.9855601678598184,0.0,0.0
51731,9600,0.9940909558408779,0.0,0.0
101823,9600,0.9485402530609848,0.0,0.0
70611,13800,0.9800361494502131,0.0,0.0
57291,11700,0.7753579253929697,0.0,0.0
3315,11700,0.9281275212161464,0.0,0.0
6841,7500,0.9477390734615676,0.0,0.0
95636,7500,0.7188517835353744,0.0,0.0
89508,7500,0.9925477580599374,0.0,0.0
78357,9600,0.9643841390630263,0.0,0.0
30363,13800,0.9936926566514087,0.0,0.0
65880,11700,0.969895184465167,0.0,0.0
79166,5400,0.9460117293166431,0.0,0.0
16883,13800,0.9106847127341131,0.0,0.0
19400,3300,0.9922427354413574,0.0,0.0
97846,15900,0.9843643627966151,0.0,0.0
35938,5400,0.9544129821831694,0.0,0.0
109739,5400,0.9812523275269212,0.0,0.0
7542,3300,0.9206134055863079,0.0,0.0
62506,18000,0.9923448627567806,0.0,0.0
106686,11700,0.9623640019904565,0.0,0.0
22500,5400,0.9877629251140854,0.0,0.0
73566,7500,0.9646343430163421,0.0,0.0
34462,13800,0.9951859633874721,0.0,0.0
109,15900,0.9821262525856973,0.0,0.0
82344,22200,0.9862962330153251,0.0,0.0
70324,20100,0.9872197427925439,0.0,0.0
47235,7500,0.9939651207590501,0.0,0.0
78355,9600,0.9694677539238596,0.0,0.0
97012,7500,0.936426917184537,0.0,0.0
103271,11700,0.9935675187129337,0.0,0.0
54640,5400,0.9854356575800954,0.0,0.0
18452,9600,0.9281656943192126,0.0,0.0
80733,13800,0.9089403607061896,0.0,0.0
22069,20100,0.9587709760847003,0.0,0.0
63586,11700,0.9897477906227675,0.0,0.0
63069,7500,0.9834501794909111,0.0,0.0
66451,20100,0.9641360004304077,0.0,0.0
5163,5400,0.9953879862625855,0.0,0.0
6542,18000,0.9942197529062934,0.0,0.0
79333,11700,0.9904709179470843,0.0,0.0
8752,11700,0.9921677407204111,0.0,0.0
37396,9600,0.9938838759752564,0.0,0.0
27502,13800,0.9196219514434015,0.0,0.0
65597,7500,0.9801191261759943,0.0,0.0
50178,11700,0.9801588841371599,0.0,0.0
51709,15900,0.8714250020779696,0.0,0.0
32294,9600,0.9739601478079778,0.0,0.0
76360,7500,0.9893192841869647,0.0,0.0
51635,3300,0.9949406288986921,0.0,0.0
103391,5400,0.33496008782173703,0.0,0.0
59747,1200,0.6801541384908185,0.0,0.0
21498,13800,0.9595949388902036,0.0,0.0
18771,5700,0.9856646355973718,0.0,0.0
34501,1200,0.935435594653202,0.0,0.0
77807,3300,0.9351194486192292,0.0,0.0
26350,5700,0.9148682434863907,0.0,0.0
105355,18000,0.9380333148186527,0.0,0.0
5469,3300,0.9920990125613273,0.0,0.0
23826,11700,0.5247171289317398,0.0,0.0
9399,13800,0.9904733076645892,0.0,0.0
44862,3300,0.9571035987805181,0.0,0.0
104114,1200,0.9899720436205561,0.0,0.0
20407,3300,0.9432539087105501,0.0,0.0
7541,7500,0.9946306652461158,0.0,0.0
72892,3300,0.9695578874756987,0.0,0.0
81994,22200,0.9905186770843419,0.0,0.0
111007,5400,0.9927617081288825,0.0,0.0
83350,13800,0.9922371495231411,0.0,0.0
55682,7500,0.9738930426810363,0.0,0.0
26680,3300,0.9908982453197076,0.0,0.0
109949,5400,0.9748111198987383,0.0,0.0
12482,1200,0.9893471393498146,0.0,0.0
108210,7500,0.9910277449767425,0.0,0.0
35717,13800,0.9941424224266331,0.0,0.0
74030,11700,0.9687620336401817,0.0,0.0
18407,9600,0.881351511336862,0.0,0.0
113337,5400,0.9137019903069776,0.0,0.0
81673,5400,0.9767763586639533,0.0,0.0
80808,9600,0.9928289742765328,0.0,0.0
87300,7500,0.9886627450881387,0.0,0.0
113610,1200,0.9919190816943428,0.0,0.0
68221,24300,0.9868669763614173,0.0,0.0
32307,11700,0.9902083263143809,0.0,0.0
53974,11700,0.9832433403886846,0.0,0.0
80255,7500,0.9502702551414385,0.0,0.0
37547,15900,0.9734031137182421,0.0,0.0
62782,11700,0.9928370759286195,0.0,0.0
60206,20100,0.9908075990712409,0.0,0.0
109533,9600,0.9937674222572895,0.0,0.0
31952,13800,0.6258651317406422,0.0,0.0
31266,1200,0.9778920199590245,0.0,0.0
49517,7500,0.957432421180231,0.0,0.0
52843,13800,0.9531001456141841,0.0,0.0
107949,7500,0.9550763930920662,0.0,0.0
50424,11700,0.9152324737390893,0.0,0.0
28080,5400,0.9902823616744689,0.0,0.0
63289,11700,0.8232093876592513,0.0,0.0
59792,1200,0.9318024777152496,0.0,0.0
8600,5400,0.9904491805033647,0.0,0.0
30415,13800,0.9900454476469339,0.0,0.0
92033,7500,0.975834367906939,0.0,0.0
51339,5400,0.9627544866165652,0.0,0.0
104556,13800,0.9911649256793058,0.0,0.0
67550,5700,0.9771767040367484,0.0,0.0
71744,9600,0.8942089861348163,0.0,0.0
49589,1200,0.96923305378787,0.0,0.0
17018,28500,0.925964510659785,0.0,0.0
34936,7500,0.7753073927001887,0.0,0.0
110058,5400,0.9955458667118722,0.0,0.0
67668,9600,0.9786523378491202,0.0,0.0
75859,5400,0.9896119770160904,0.0,0.0
38878,41100,0.969153287939608,0.0,0.0
107894,1200,0.987613466647159,0.0,0.0
63438,9600,0.9879064323415179,0.0,0.0
75713,3300,0.9944514732859174,0.0,0.0
15713,15900,0.9784231297580032,0.0,0.0
34402,9600,0.9788427454464035,0.0,0.0
40084,3300,0.9924831322385157,0.0,0.0
64940,3300,0.9356864236381308,0.0,0.0
66279,13800,0.9921991715763737,0.0,0.0
77818,24300,0.9631657414841327,0.0,0.0
63889,7500,0.9894735061836835,0.0,0.0
48861,3300,0.9890657527698781,0.0,0.0
26520,36900,0.9856221361774212,0.0,0.0
66559,9600,0.9940872740541161,0.0,0.0
24068,5400,0.645879905866101,0.0,0.0
20211,60000,0.9686609000796197,0.0,0.0
86715,9600,0.9839367262940271,0.0,0.0
68601,1200,0.9930737857988774,0.0,0.0
95696,9600,0.969671753648275,0.0,0.0
60049,7500,0.9877329043724992,0.0,0.0
7620,7500,0.9124799811528221,0.0,0.0
42468,5400,0.979129926672803,0.0,0.0
106475,13800,0.9764135223766003,0.0,0.0
43145,32700,0.9923129561521995,0.0,0.0
102597,5400,0.9873265750843431,0.0,0.0
93680,13800,0.9715359747920265,0.0,0.0
37065,9600,0.9204380064073856,0.0,0.0
49472,7500,0.9835029968613668,0.0,0.0
45364,32700,0.7367260303172309,0.0,0.0
112287,9600,0.9652725360115789,0.0,0.0
90044,7500,0.944490835774398,0.0,0.0
40999,5700,0.9800212404724578,0.0,0.0
93637,9600,0.9931990333282815,0.0,0.0
47689,9600,0.9915639150685064,0.0,0.0
15068,9600,0.9882677266845393,0.0,0.0
67323,9600,0.9859520858300304,0.0,0.0
285,1200,0.9788602442437953,0.0,0.0
76543,18000,0.9906815094302652,0.0,0.0
52901,13800,0.7661414913930987,0.0,0.0
10299,7500,0.9852738845540803,0.0,0.0
8199,11700,0.5671388816262405,0.0,0.0
10875,9600,0.7001880769786638,0.0,0.0
36812,41100,0.9914724972076072,0.0,0.0
110,9600,0.8396116771786778,0.0,0.0
25682,5700,0.9087799975780397,0.0,0.0
7331,9600,0.9296541010362941,0.0,0.0
76947,1200,0.9408369142940719,0.0,0.0
28303,7500,0.9630151664916654,0.0,0.0
32212,13800,0.9116945052418399,0.0,0.0
18692,20100,0.9882613442308017,0.0,0.0
75865,3300,0.9910186226383909,0.0,0.0
74466,7500,0.9555218454891914,0.0,0.0
81378,13800,0.9694677539238596,0.0,0.0
85492,1200,0.9041502654637493,0.0,0.0
67992,5400,0.9410654187284552,0.0,0.0
12527,15900,0.9927524072646811,0.0,0.0
48212,5400,0.9411196983695679,0.0,0.0
61180,5400,0.9868300909927095,0.0,0.0
56340,5400,0.9826113335060619,0.0,0.0
64227,13800,0.9945683067946129,0.0,0.0
35539,5400,0.9902171878634108,0.0,0.0
9233,7500,0.9863952123489537,0.0,0.0
97645,3300,0.9059516485873594,0.0,0.0
106742,7500,0.5942942642635368,0.0,0.0
84955,1200,0.9490459394946429,0.0,0.0
36443,30600,0.9692917385514442,0.0,0.0
2970,3300,0.6788244093669733,0.0,0.0
48583,18000,0.9562092851800064,0.0,0.0
67490,9600,0.9805153090001245,0.0,0.0
45242,9600,0.9826861807107495,0.0,0.0
83608,7500,0.9881737562157122,0.0,0.0
86807,11700,0.9867208759510688,0.0,0.0
92793,26400,0.994368516613517,0.0,0.0
32458,7500,0.9931077183882836,0.0,0.0
18258,15900,0.993962249208005,0.0,0.0
93246,11700,0.974089014869677,0.0,0.0
29747,11700,0.9200445661871873,0.0,0.0
44469,5400,0.9513458657120502,0.0,0.0
18998,22200,0.9923590352044177,0.0,0.0
100686,3300,0.963606671677439,0.0,0.0
21670,5400,0.9793249448388377,0.0,0.0
106701,13800,0.9908365060637334,0.0,0.0
21844,11700,0.9943161160358196,0.0,0.0
61174,3300,0.9878527450457923,0.0,0.0
933,57900,0.9932308179994147,0.0,0.0
563,3300,0.9941974273952565,0.0,0.0
90185,5400,0.9806000413485307,0.0,0.0
29080,13800,0.9636466214987819,0.0,0.0
32967,5400,0.9727103107042779,0.0,0.0
110889,7500,0.986543404533107,0.0,0.0
54059,30600,0.9038912327860675,0.0,0.0
86664,24300,0.9910103348935219,0.0,0.0
72104,11700,0.9939366790593601,0.0,0.0
82239,7500,0.986584892620815,0.0,0.0
59755,5400,0.9368087798209129,0.0,0.0
1785,5400,0.9464743844064232,0.0,0.0
36377,5400,0.9514427779627601,0.0,0.0
73334,7500,0.7739439418555905,0.0,0.0
26731,34800,0.9878116237258222,0.0,0.0
78548,7500,0.9895056615423861,0.0,0.0
54472,3300,0.9943204035013976,0.0,0.0
70631,3300,0.9776061121272842,0.0,0.0
44942,7500,0.8224043187838656,0.0,0.0
54130,5400,0.9928978547179943,0.0,0.0
11938,5400,0.9921366860953972,0.0,0.0
15837,5700,0.9904731612520754,0.0,0.0
64537,9600,0.9127641171004649,0.0,0.0
65402,9600,0.9885831278926788,0.0,0.0
18680,13800,0.9919872825256811,0.0,0.0
69375,3300,0.9658981090789638,0.0,0.0
71042,13800,0.9155078215944632,0.0,0.0
69164,24300,0.9740562065567121,0.0,0.0
19288,15900,0.9930899221988088,0.0,0.0
17115,24300,0.9921347171193617,0.0,0.0
105949,9600,0.8938287448629325,0.0,0.0
55257,5400,0.9930249254219633,0.0,0.0
6583,7500,0.9916434767822089,0.0,0.0
24751,5400,0.9932290016652506,0.0,0.0
19545,9600,0.9647543936009392,0.0,0.0
38187,5400,0.9594433893943868,0.0,0.0
38983,32700,0.9864725287353822,0.0,0.0
100340,20100,0.9812705726709844,0.0,0.0
71337,22200,0.9873397463682626,0.0,0.0
73505,15900,0.9491218942851741,0.0,0.0
240,22200,0.9917805022003962,0.0,0.0
83153,7500,0.9680749529429613,0.0,0.0
371,7500,0.9899590364608799,0.0,0.0
50283,13800,0.9580834936138084,0.0,0.0
31513,7500,0.9902653921696379,0.0,0.0
24174,3300,0.9324768970689272,0.0,0.0
46907,5400,0.8634713354731237,0.0,0.0
94141,7500,0.9707366593706312,0.0,0.0
5483,3300,0.9890958259632379,0.0,0.0
91282,18000,0.9840490773511507,0.0,0.0
41378,11700,0.9453706407768346,0.0,0.0
7904,7500,0.9897338685294024,0.0,0.0
41632,9600,0.9876063341759039,0.0,0.0
84817,13800,0.9477272412977429,0.0,0.0
54335,7500,0.9925818094250048,0.0,0.0
52362,11700,0.991859964037228,0.0,0.0
21141,7500,0.979182049958456,0.0,0.0
8040,7500,0.9467984626291552,0.0,0.0
13042,9600,0.9883445586945226,0.0,0.0
40276,5700,0.9905018629912585,0.0,0.0
1203,7500,0.9104515431049127,0.0,0.0
54902,5400,0.9617965875856619,0.0,0.0
42127,9600,0.9439938692788192,0.0,0.0
61200,9600,0.968454522296483,0.0,0.0
29807,13800,0.9930708981972339,0.0,0.0
32558,1200,0.9582014691380113,0.0,0.0
25499,9600,0.9941974273952565,0.0,0.0
71523,9600,0.985973519285886,0.0,0.0
38791,11700,0.9949515243074329,0.0,0.0
12101,51600,0.906410303765682,0.0,0.0
4730,3300,0.9912204094491829,0.0,0.0
17126,20100,0.9723737602106419,0.0,0.0
85187,5400,0.6238034838533135,0.0,0.0
16129,41100,0.9816367035600623,0.0,0.0
51250,5400,0.9475985838534247,0.0,0.0
112931,5400,0.9865896282564979,0.0,0.0
17857,9600,0.9696128688702199,0.0,0.0
31762,7500,0.9907675467668189,0.0,0.0
87034,18000,0.7189912613418233,0.0,0.0
59018,1200,0.9888577669401413,0.0,0.0
81008,5400,0.9936910825118627,0.0,0.0
91203,7500,0.9621336356147024,0.0,0.0
111875,7500,0.9754546781838322,0.0,0.0
70722,3300,0.84307394136297,0.0,0.0
55926,5400,0.9834626481396497,0.0,0.0
67538,5400,0.926380294033145,0.0,0.0
113041,13800,0.9736044629840519,0.0,0.0
30934,5700,0.9296085947164328,0.0,0.0
87109,11700,0.7081526951938288,0.0,0.0
26979,5400,0.9903030886468307,0.0,0.0
61557,1200,0.9852691315781342,0.0,0.0
29950,26400,0.9920966519261736,0.0,0.0
17,9600,0.9887417438310027,0.0,0.0
68226,18000,0.9781335808570147,0.0,0.0
79507,11700,0.9746818908454334,0.0,0.0
23107,3300,0.9047127848305897,0.0,0.0
27741,3300,0.9230077062067622,0.0,0.0
34314,22200,0.9917368939288813,0.0,0.0
79354,11700,0.9813476859129869,0.0,0.0
97813,7500,0.9499247580813743,0.0,0.0
730,7500,0.9856496858038665,0.0,0.0
19260,9600,0.9790901476042634,0.0,0.0
79119,7500,0.7770297054140486,0.0,0.0
77689,13800,0.9908083118448223,0.0,0.0
36363,5700,0.7970855605539844,0.0,0.0
6264,7500,0.9815896714311583,0.0,0.0
26935,3300,0.9887859228647363,0.0,0.0
78464,15900,0.9471263668766494,0.0,0.0
44785,7500,0.9556940653574756,0.0,0.0
31835,5400,0.9898043909516763,0.0,0.0
42606,7500,0.983286971842353,0.0,0.0
55554,5400,0.9912857507578909,0.0,0.0
106579,3300,0.7027176815980047,0.0,0.0
68977,5400,0.9549184964788942,0.0,0.0
85323,1200,0.9758530583945714,0.0,0.0
85288,18000,0.7322420792687214,0.0,0.0
52701,20100,0.9920855326860827,0.0,0.0
107848,5400,0.9507286542168942,0.0,0.0
97392,5400,0.9891887409452379,0.0,0.0
57996,7500,0.9736066367183671,0.0,0.0
113716,7500,0.9883828269026409,0.0,0.0
97317,13800,0.9802203574561194,0.0,0.0
16466,1200,0.9907379251064641,0.0,0.0
38691,3300,0.9690992824047443,0.0,0.0
49638,20100,0.991846674330313,0.0,0.0
541,1200,0.7189472275825131,0.0,0.0
45882,9600,0.9873964874483556,0.0,0.0
18853,20100,0.9170208210011122,0.0,0.0
4572,11700,0.9950952978451323,0.0,0.0
99403,3300,0.9922236673181637,0.0,0.0
55514,13800,0.9928445504897749,0.0,0.0
103119,9600,0.8488624422564539,0.0,0.0
64141,5400,0.983616658727522,0.0,0.0
76939,11700,0.9845918832858931,0.0,0.0
17453,5400,0.933487387197572,0.0,0.0
107821,32700,0.9000789143889169,0.0,0.0
62063,5400,0.994819086138217,0.0,0.0
108737,15900,0.993789426126112,0.0,0.0
110123,9600,0.9872607889882983,0.0,0.0
109498,11700,0.989450566480289,0.0,0.0
108324,11700,0.9344727494025762,0.0,0.0
10990,18000,0.8167349893046622,0.0,0.0
18649,11700,0.9938097633918628,0.0,0.0
90653,30600,0.9467725862760263,0.0,0.0
98585,9600,0.9095932699563736,0.0,0.0
9888,47400,0.9695411265592915,0.0,0.0
61129,5400,0.96302437684498,0.0,0.0
26829,3300,0.773572271376721,0.0,0.0
110111,20100,0.9428468609206715,0.0,0.0
56138,13800,0.5737943990831592,0.0,0.0
27858,3300,0.9857067176044261,0.0,0.0
86241,7500,0.9444010656774172,0.0,0.0
8305,3300,0.9936099929257268,0.0,0.0
19363,3300,0.9938406901288264,0.0,0.0
48827,11700,0.98634253716143,0.0,0.0
38241,7500,0.9897410329052071,0.0,0.0
41847,9600,0.9741974354277897,0.0,0.0
23347,20100,0.8404769805723497,0.0,0.0
2423,9600,0.7146533249759245,0.0,0.0
32271,1200,0.9919034231775014,0.0,0.0
49130,9600,0.9555255988435256,0.0,0.0
8225,13800,0.9752397840212915,0.0,0.0
88846,1200,0.9927104491675874,0.0,0.0
34908,3300,0.6623960308887443,0.0,0.0
45794,5400,0.922009951169912,0.0,0.0
64211,9600,0.9938449804714454,0.0,0.0
2611,13800,0.9719720759186194,0.0,0.0
69544,11700,0.9217684826751908,0.0,0.0
90530,11700,0.944678802977052,0.0,0.0
40940,3300,0.9604224366241289,0.0,0.0
9467,20100,0.8434987492853415,0.0,0.0
77485,3300,0.9664299616026163,0.0,0.0
106783,5700,0.9880879488557441,0.0,0.0
110503,5700,0.9766887715925938,0.0,0.0
20612,7500,0.9551205341054512,0.0,0.0
51833,22200,0.9852450101337955,0.0,0.0
11543,5400,0.9866337684783615,0.0,0.0
38547,9600,0.9938742243983968,0.0,0.0
110186,11700,0.9831307652408561,0.0,0.0
16478,11700,0.9919406048018524,0.0,0.0
110370,20100,0.993219437963614,0.0,0.0
2582,34800,0.9744030666917932,0.0,0.0
55197,11700,0.9929773620664892,0.0,0.0
66699,11700,0.9932190375058717,0.0,0.0
85881,9600,0.9854113657063961,0.0,0.0
100517,5700,0.9041502654637493,0.0,0.0
113642,3300,0.9888532700068223,0.0,0.0
25917,13800,0.9569221998738558,0.0,0.0
39337,3300,0.9833359176344016,0.0,0.0
91854,11700,0.9582762981028944,0.0,0.0
102173,11700,0.9056204464218606,0.0,0.0
67598,5400,0.8765273744133364,0.0,0.0
3318,5400,0.9873505409070037,0.0,0.0
111501,5400,0.9900861652890133,0.0,0.0
55471,1200,0.9614397417073792,0.0,0.0
56699,20100,0.9572285457426113,0.0,0.0
36379,7500,0.9885625464183493,0.0,0.0
39126,7500,0.9523167112914894,0.0,0.0
45286,11700,0.9937006363536489,0.0,0.0
62671,24300,0.9944198389844902,0.0,0.0
108685,15900,0.9422394950445858,0.0,0.0
53311,18000,0.9819458981280825,0.0,0.0
76703,11700,0.7195377875159621,0.0,0.0
40596,7500,0.990445014835015,0.0,0.0
33861,5700,0.9829228628935197,0.0,0.0
105734,18000,0.9909059002568505,0.0,0.0
63398,7500,0.9818977180359041,0.0,0.0
95002,7500,0.29721725828559675,0.0,0.0
27839,1200,0.988141528270293,0.0,0.0
35984,26400,0.9924831322385157,0.0,0.0
38573,11700,0.9256104845037647,0.0,0.0
53998,15900,0.993625173862109,0.0,0.0
105924,57900,0.9659347634992345,0.0,0.0
33061,11700,0.825599219343239,0.0,0.0
23505,18000,0.9951943491297349,0.0,0.0
29143,5700,0.9803669892243109,0.0,0.0
26013,22200,0.8932334018592298,0.0,0.0
61739,1200,0.9925071681648271,0.0,0.0
36627,3300,0.9915412356828741,0.0,0.0
68964,5400,0.9841032305871408,0.0,0.0
41861,11700,0.9895922796169166,0.0,0.0
81967,11700,0.987792120611605,0.0,0.0
17243,1200,0.6988319311021347,0.0,0.0
83527,18000,0.9862962330153251,0.0,0.0
62335,1200,0.9105183391421656,0.0,0.0
97278,13800,0.9933060991350937,0.0,0.0
75436,7500,0.990639419909155,0.0,0.0
57411,3300,0.9599483642330588,0.0,0.0
49715,3300,0.8650256225518606,0.0,0.0
61363,28500,0.9172432911224936,0.0,0.0
99711,7500,0.9835404201964038,0.0,0.0
108464,9600,0.9668255790586413,0.0,0.0
50910,7500,0.9722395911986051,0.0,0.0
29695,9600,0.9937664825059261,0.0,0.0
19978,15900,0.988028723966257,0.0,0.0
109491,11700,0.9263110345076929,0.0,0.0
30458,22200,0.949399434916242,0.0,0.0
102908,5700,0.9933514240719999,0.0,0.0
31485,9600,0.984222292209141,0.0,0.0
14662,5400,0.9047865191153288,0.0,0.0
35264,3300,0.9623836566232391,0.0,0.0
95210,22200,0.9512236879726793,0.0,0.0
19350,5400,0.9851665410774593,0.0,0.0
8891,5400,0.9941578098190544,0.0,0.0
82982,3300,0.9878741004971202,0.0,0.0
90861,5400,0.9673729966644015,0.0,0.0
4887,18000,0.9289441589390159,0.0,0.0
95441,3300,0.9823563907130487,0.0,0.0
109730,1200,0.9923659371363357,0.0,0.0
86149,24300,0.893050032518947,0.0,0.0
84028,5400,0.5932221384230786,0.0,0.0
70235,7500,0.9901957874858289,0.0,0.0
107798,22200,0.9931294270151856,0.0,0.0
83208,5700,0.9819269923546562,0.0,0.0
100504,5400,0.9779245986152552,0.0,0.0
98598,18000,0.9862235766114625,0.0,0.0
91456,9600,0.9638682370001685,0.0,0.0
77699,5400,0.9712092604751881,0.0,0.0
86884,9600,0.9900782206486224,0.0,0.0
54632,13800,0.9852099611299254,0.0,0.0
94363,5400,0.9844052265690076,0.0,0.0
73097,13800,0.4985807423642845,0.0,0.0
1532,3300,0.9697042092531044,0.0,0.0
14207,1200,0.9878523727207206,0.0,0.0
78777,5700,0.9934228596221365,0.0,0.0
73798,11700,0.9805626174261457,0.0,0.0
12878,5400,0.9687114678634577,0.0,0.0
49661,1200,0.9765263515191913,0.0,0.0
56981,22200,0.9791822316521288,0.0,0.0
70185,11700,0.9372710398727877,0.0,0.0
59851,5400,0.9942429880584912,0.0,0.0
107483,7500,0.9150571735849049,0.0,0.0
76527,9600,0.9787663938465088,0.0,0.0
63588,11700,0.9894385125519467,0.0,0.0
40883,24300,0.989276846859315,0.0,0.0
92065,15900,0.9693893973965444,0.0,0.0
92667,7500,0.9134590195279837,0.0,0.0
88987,9600,0.9454426491318365,0.0,0.0
57025,9600,0.9785808035489837,0.0,0.0
94299,1200,0.9939790611896541,0.0,0.0
70371,13800,0.9921700415064754,0.0,0.0
67464,5400,0.9881493523202531,0.0,0.0
65614,18000,0.9089388150007358,0.0,0.0
97224,7500,0.9911340586323583,0.0,0.0
82015,20100,0.9769927275533039,0.0,0.0
57111,15900,0.9789779937221623,0.0,0.0
89018,1200,0.933487387197572,0.0,0.0
21914,5400,0.7962564695959189,0.0,0.0
17041,7500,0.9857067176044261,0.0,0.0
65029,20100,0.9826507939562108,0.0,0.0
91948,3300,0.9736165517803318,0.0,0.0
38033,3300,0.9749457080228783,0.0,0.0
44878,7500,0.9524878145917943,0.0,0.0
21725,5400,0.9734667230514826,0.0,0.0
1984,18000,0.9791548927573701,0.0,0.0
